env,demo_tag,arch,seed,n_params,noise_sigma,teacher_return,student_return,student_std,distill_efficiency,final_val_loss,train_time_s
halfcheetah_pomdp,teacher_1000000_noise00,mlp,42,5126,0.0,1384.91259765625,-62.81683856026221,1.1195883811254375,-0.04535798047224784,0.040912028029561044,8.902384757995605
halfcheetah_pomdp,teacher_1000000_noise00,mlp,123,5126,0.0,1384.91259765625,-77.89188864845741,1.4360457461731764,-0.05624318009690818,0.04070293009281158,8.794771194458008
halfcheetah_pomdp,teacher_1000000_noise00,mlp,456,5126,0.0,1384.91259765625,-64.07949169473747,1.1323690494221754,-0.046269700920608337,0.04182753376662731,8.796455144882202
halfcheetah_pomdp,teacher_1000000_noise00,framestack,42,8710,0.0,1384.91259765625,-55.737038620799204,0.7146445260195391,-0.04024588895727103,0.020800606533885,9.384855031967163
halfcheetah_pomdp,teacher_1000000_noise00,framestack,123,8710,0.0,1384.91259765625,-63.932160279884485,0.632848818051443,-0.046163317734331945,0.021127443574368954,9.435935497283936
halfcheetah_pomdp,teacher_1000000_noise00,framestack,456,8710,0.0,1384.91259765625,-39.867374584466546,0.7525410949434728,-0.02878692464198528,0.020357904955744743,9.400793075561523
halfcheetah_pomdp,teacher_1000000_noise03,mlp,42,5126,0.3,737.8777465820312,-37.9537281611739,0.8218389637515893,-0.05143633662484293,0.18483202755451203,8.901836395263672
halfcheetah_pomdp,teacher_1000000_noise03,mlp,123,5126,0.3,737.8777465820312,-39.184860356525306,1.2508314796280142,-0.05310481382320567,0.18428718000650407,8.783492803573608
halfcheetah_pomdp,teacher_1000000_noise03,mlp,456,5126,0.3,737.8777465820312,-41.14131743632578,0.8617098039365939,-0.05575627890514248,0.18466061800718309,8.761244058609009
halfcheetah_pomdp,teacher_1000000_noise03,framestack,42,8710,0.3,737.8777465820312,48.878755389891985,291.7912761475097,0.0662423492459371,0.1119009166955948,9.620144128799438
halfcheetah_pomdp,teacher_1000000_noise03,framestack,123,8710,0.3,737.8777465820312,-51.6025271910615,1.1230050456109528,-0.06993370843624534,0.11255677118897438,9.364861488342285
halfcheetah_pomdp,teacher_1000000_noise03,framestack,456,8710,0.3,737.8777465820312,61.13856220901654,298.11346919256084,0.0828573059591785,0.11155857518315315,9.457423210144043
halfcheetah_pomdp,teacher_2000000_noise00,mlp,42,5126,0.0,1378.299560546875,-54.885757320983906,0.6874614858221609,-0.03982135588812537,0.04754056856036186,9.021699666976929
halfcheetah_pomdp,teacher_2000000_noise00,mlp,123,5126,0.0,1378.299560546875,-53.09987858763708,0.7897321294079852,-0.03852564428488127,0.04753236435353756,8.74874210357666
halfcheetah_pomdp,teacher_2000000_noise00,mlp,456,5126,0.0,1378.299560546875,-56.30886687371238,0.6285958046315396,-0.040853866957173246,0.04698993600904942,8.915925741195679
halfcheetah_pomdp,teacher_2000000_noise00,framestack,42,8710,0.0,1378.299560546875,-17.07306542444561,1.229895829612325,-0.012387049893327574,0.0341147730126977,5.937280654907227
halfcheetah_pomdp,teacher_2000000_noise00,framestack,123,8710,0.0,1378.299560546875,-13.520016972301528,24.71129964005471,-0.009809200669654948,0.03343816716223955,9.354486465454102
halfcheetah_pomdp,teacher_2000000_noise00,framestack,456,8710,0.0,1378.299560546875,-10.294290293073185,88.78445562357389,-0.00746883376280601,0.0293216485530138,9.292350769042969
halfcheetah_pomdp,teacher_2000000_noise03,mlp,42,5126,0.3,810.725341796875,-43.63835416382566,0.7075991139719938,-0.053826310729483934,0.16810623854398726,8.839570045471191
halfcheetah_pomdp,teacher_2000000_noise03,mlp,123,5126,0.3,810.725341796875,-36.31468962182307,2.001004688771924,-0.04479283889330009,0.16743400692939758,8.798614025115967
halfcheetah_pomdp,teacher_2000000_noise03,mlp,456,5126,0.3,810.725341796875,-36.774971628969276,1.5149370911786664,-0.04536057988203746,0.16696903258562087,8.874775409698486
halfcheetah_pomdp,teacher_2000000_noise03,framestack,42,8710,0.3,810.725341796875,-5.770281988652349,6.707025387670738,-0.007117431380476173,0.11274914145469665,9.614124536514282
halfcheetah_pomdp,teacher_2000000_noise03,framestack,123,8710,0.3,810.725341796875,494.79865895251294,551.2641876292862,0.6103160138745032,0.11393973156809807,9.453417301177979
halfcheetah_pomdp,teacher_2000000_noise03,framestack,456,8710,0.3,810.725341796875,261.060862856707,449.8597308653322,0.32200900773386093,0.11280639097094536,9.431018352508545
halfcheetah_pomdp,teacher_200000_noise00,mlp,42,5126,0.0,533.9777221679688,-31.26215229574824,0.6082800273748782,-0.058545798818764906,0.1555416017770767,9.002449989318848
halfcheetah_pomdp,teacher_200000_noise00,mlp,123,5126,0.0,533.9777221679688,-35.93924307767783,0.7123337207187015,-0.06730476120195279,0.1560785576701164,8.79135513305664
halfcheetah_pomdp,teacher_200000_noise00,mlp,456,5126,0.0,533.9777221679688,-31.827289321442258,0.6733592810867475,-0.05960415200885595,0.15848564505577087,8.726523399353027
halfcheetah_pomdp,teacher_200000_noise00,framestack,42,8710,0.0,533.9777221679688,-14.645563666291562,0.7491108724553841,-0.027427293421212494,0.06969882510602474,9.503740310668945
halfcheetah_pomdp,teacher_200000_noise00,framestack,123,8710,0.0,533.9777221679688,-18.241817047369203,0.5855736237588647,-0.03416213128387973,0.07170897424221039,9.42058777809143
halfcheetah_pomdp,teacher_200000_noise00,framestack,456,8710,0.0,533.9777221679688,-16.392431041881995,0.6156370889029327,-0.030698717121246437,0.06828137040138245,9.571315050125122
halfcheetah_pomdp,teacher_200000_noise03,mlp,42,5126,0.3,463.8608703613281,-18.105781274624206,0.6081963355938987,-0.03903278424955432,0.28898136019706727,8.976932525634766
halfcheetah_pomdp,teacher_200000_noise03,mlp,123,5126,0.3,463.8608703613281,-19.168812269242203,0.5528699016476619,-0.04132448648731785,0.28561521172523496,8.891597747802734
halfcheetah_pomdp,teacher_200000_noise03,mlp,456,5126,0.3,463.8608703613281,-17.37029489796078,0.591673167715134,-0.037447208867672,0.28760223984718325,8.850712537765503
halfcheetah_pomdp,teacher_200000_noise03,framestack,42,8710,0.3,463.8608703613281,-7.732111075834245,0.8128850633674868,-0.0166690306725188,0.15907642245292664,9.353488445281982
halfcheetah_pomdp,teacher_200000_noise03,framestack,123,8710,0.3,463.8608703613281,-4.644825179865245,0.7554171561659936,-0.010013401596575978,0.1595825344324112,9.484314203262329
halfcheetah_pomdp,teacher_200000_noise03,framestack,456,8710,0.3,463.8608703613281,-13.124201593487545,0.713918568570683,-0.028293400957197238,0.15741177946329116,9.429546117782593
halfcheetah_pomdp,teacher_500000_noise00,mlp,42,5126,0.0,1012.5223999023438,-77.01009367539457,47.81851229060672,-0.0760576691269468,0.13705346286296843,8.992069482803345
halfcheetah_pomdp,teacher_500000_noise00,mlp,123,5126,0.0,1012.5223999023438,-106.08066038643099,11.803239825084036,-0.10476870476807458,0.13612382709980012,8.859955310821533
halfcheetah_pomdp,teacher_500000_noise00,mlp,456,5126,0.0,1012.5223999023438,-50.80959674317928,2.6139923014568422,-0.05018120759410338,0.13772857189178467,8.95858097076416
halfcheetah_pomdp,teacher_500000_noise00,framestack,42,8710,0.0,1012.5223999023438,-31.864025790757,0.8397415128482292,-0.03146994653533614,0.056297355145215985,9.444067478179932
halfcheetah_pomdp,teacher_500000_noise00,framestack,123,8710,0.0,1012.5223999023438,-41.518542555988596,0.6105894187173002,-0.041005060786796416,0.0571852907538414,9.427950382232666
